,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
3032,3991,486041,gums-teeth,Easy,mouth,clueOption3,dentist,dentist,gums,teeth,118.000001,2.000001,176.000001,5.000001,184.000001,8.000001000000001,187.000001,8.000001000000001,189.000001,8.000001000000001,199.000001,9.000001000000001,217.000001,9.000001000000001,244.000001,17.000001,305.000001,32.000001
3033,4021,486051,gums-teeth,Easy,mouth,clueOption3,oral,oral,gums,teeth,8.000001000000001,1e-06,12.000001000000001,1e-06,12.000001000000001,1e-06,14.000001000000001,1e-06,16.000001,1e-06,25.000001,1e-06,29.000001,1e-06,46.000001,1e-06,62.000001,2.000001
3034,4051,486052,gums-teeth,Easy,mouth,clueOption3,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3035,4081,486112,gums-teeth,Easy,chew,clueOption3,braces,braces,gums,teeth,31.000001,1e-06,45.000001,1.000001,48.000001,1.000001,51.000001,1.000001,52.000001,1.000001,53.000001,1.000001,55.000001,2.000001,62.000001,2.000001,83.000001,2.000001
3036,4111,486514,gums-teeth,Easy,dentures,clueOption3,dentures,dentures,gums,teeth,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3037,4131,487223,gums-teeth,Easy,mouth,clueOption3,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3038,4157,487409,gums-teeth,Easy,mouth,clueOption3,mouth,mouth,gums,teeth,147.000001,7.000001,202.000001,22.000001,218.000001,25.000001,230.000001,26.000001,245.000001,27.000001,266.000001,31.000001,330.000001,40.000001,461.000001,84.000001,654.000001,172.000001
3039,4186,487468,gums-teeth,Easy,dentist,clueOption3,toothpaste,toothpaste,gums,teeth,21.000001,1e-06,30.000001,1e-06,34.000001,1e-06,34.000001,1e-06,35.000001,1e-06,37.000001,1e-06,40.000001,1e-06,56.000001,1e-06,78.000001,1e-06
3040,4216,488171,gums-teeth,Easy,mouth,clueOption3,eat,eat,gums,teeth,29.000001,1e-06,74.000001,1.000001,93.000001,2.000001,112.000001,6.000001,155.000001,8.000001000000001,229.000001,13.000001000000001,372.000001,37.000001,583.000001,109.000001,795.000001,288.000001
3041,4243,490556,gums-teeth,Easy,mouth,clueOption3,gingivitis,gingivitis,gums,teeth,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3042,4273,490576,gums-teeth,Easy,chew,clueOption3,oral,oral,gums,teeth,8.000001000000001,1e-06,12.000001000000001,1e-06,12.000001000000001,1e-06,14.000001000000001,1e-06,16.000001,1e-06,25.000001,1e-06,29.000001,1e-06,46.000001,1e-06,62.000001,2.000001
3043,4298,490603,gums-teeth,Easy,mouth,clueOption3,smile,smile,gums,teeth,57.000001,1e-06,80.000001,1.000001,95.000001,1.000001,126.000001,4.000001,167.000001,6.000001,241.000001,21.000001,373.000001,54.000001,594.000001,146.000001,830.000001,341.000001
3044,4326,490624,gums-teeth,Easy,mouth,clueOption3,face,face,gums,teeth,6.000001,1e-06,31.000001,1e-06,45.000001,1e-06,67.000001,1e-06,116.000001,1.000001,208.000001,9.000001000000001,354.000001,38.000001,549.000001,106.000001,799.000001,295.000001
3045,4356,491095,gums-teeth,Easy,mouth,clueOption3,dentistry,dentist,gums,teeth,118.000001,2.000001,176.000001,5.000001,184.000001,8.000001000000001,187.000001,8.000001000000001,189.000001,8.000001000000001,199.000001,9.000001000000001,217.000001,9.000001000000001,244.000001,17.000001,305.000001,32.000001
3046,4770,463960,gums-teeth,Easy,mouth,clueOption4,dentist,dentist,gums,teeth,118.000001,2.000001,176.000001,5.000001,184.000001,8.000001000000001,187.000001,8.000001000000001,189.000001,8.000001000000001,199.000001,9.000001000000001,217.000001,9.000001000000001,244.000001,17.000001,305.000001,32.000001
3047,4796,464103,gums-teeth,Easy,mouth,clueOption4,cleaning,cleaning,gums,teeth,1e-06,1e-06,3.000001,1e-06,5.000001,1e-06,7.000001,1e-06,11.000001000000001,1e-06,16.000001,1e-06,25.000001,1.000001,53.000001,2.000001,101.000001,2.000001
3048,4961,466195,gums-teeth,Easy,oral,clueOption4,bleeding,bleeding,gums,teeth,15.000001000000001,1e-06,17.000001,1.000001,18.000001,1.000001,19.000001,1.000001,19.000001,1.000001,20.000001,1.000001,20.000001,1.000001,27.000001,1.000001,33.000001,1.000001
3049,5008,472844,gums-teeth,Easy,floss,clueOption4,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3050,5059,473115,gums-teeth,Easy,dentist,clueOption4,toothbrush,toothbrush,gums,teeth,29.000001,1e-06,47.000001,1e-06,47.000001,1e-06,47.000001,1e-06,49.000001,1e-06,51.000001,1e-06,56.000001,1e-06,68.000001,1e-06,80.000001,1.000001
3051,5081,473130,gums-teeth,Easy,mouth,clueOption4,brush,brush,gums,teeth,57.000001,1e-06,93.000001,1.000001,101.000001,2.000001,106.000001,2.000001,115.000001,2.000001,133.000001,2.000001,161.000001,5.000001,210.000001,11.000001000000001,300.000001,27.000001
3052,5447,486041,gums-teeth,Easy,mouth,clueOption4,brush,brush,gums,teeth,57.000001,1e-06,93.000001,1.000001,101.000001,2.000001,106.000001,2.000001,115.000001,2.000001,133.000001,2.000001,161.000001,5.000001,210.000001,11.000001000000001,300.000001,27.000001
3053,5699,490556,gums-teeth,Easy,mouth,clueOption4,mouth,mouth,gums,teeth,147.000001,7.000001,202.000001,22.000001,218.000001,25.000001,230.000001,26.000001,245.000001,27.000001,266.000001,31.000001,330.000001,40.000001,461.000001,84.000001,654.000001,172.000001
3054,5729,490576,gums-teeth,Easy,chew,clueOption4,dentist,dentist,gums,teeth,118.000001,2.000001,176.000001,5.000001,184.000001,8.000001000000001,187.000001,8.000001000000001,189.000001,8.000001000000001,199.000001,9.000001000000001,217.000001,9.000001000000001,244.000001,17.000001,305.000001,32.000001
3055,6226,463960,gums-teeth,Easy,mouth,clueOption5,toothbrush,toothbrush,gums,teeth,29.000001,1e-06,47.000001,1e-06,47.000001,1e-06,47.000001,1e-06,49.000001,1e-06,51.000001,1e-06,56.000001,1e-06,68.000001,1e-06,80.000001,1.000001
3056,6417,466195,gums-teeth,Easy,oral,clueOption5,clean,clean,gums,teeth,12.000001000000001,1e-06,39.000001,1e-06,61.000001,1.000001,77.000001,2.000001,111.000001,5.000001,183.000001,11.000001000000001,306.000001,30.000001,491.000001,85.000001,742.000001,250.000001
3057,6515,473115,gums-teeth,Easy,dentist,clueOption5,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3058,6537,473130,gums-teeth,Easy,mouth,clueOption5,toothbrush,toothbrush,gums,teeth,29.000001,1e-06,47.000001,1e-06,47.000001,1e-06,47.000001,1e-06,49.000001,1e-06,51.000001,1e-06,56.000001,1e-06,68.000001,1e-06,80.000001,1.000001
3059,6903,486041,gums-teeth,Easy,mouth,clueOption5,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3060,7155,490556,gums-teeth,Easy,mouth,clueOption5,smile,smile,gums,teeth,57.000001,1e-06,80.000001,1.000001,95.000001,1.000001,126.000001,4.000001,167.000001,6.000001,241.000001,21.000001,373.000001,54.000001,594.000001,146.000001,830.000001,341.000001
3061,7682,463960,gums-teeth,Easy,mouth,clueOption6,floss,floss,gums,teeth,49.000001,1e-06,59.000001,1e-06,62.000001,1e-06,62.000001,1e-06,62.000001,1e-06,65.000001,1e-06,67.000001,1e-06,79.000001,1e-06,104.000001,1e-06
3062,7971,473115,gums-teeth,Easy,dentist,clueOption6,wash,wash,gums,teeth,1e-06,1e-06,2.000001,1e-06,9.000001000000001,1e-06,14.000001000000001,1e-06,28.000001,1e-06,57.000001,1.000001,106.000001,1.000001,179.000001,6.000001,318.000001,29.000001
3063,24,455383,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3064,54,455606,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3065,84,455664,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3066,114,457037,happy-sad,Easy,emotions,clueOption1,Kacey Musgraves,Kacey Musgraves,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3067,144,457425,happy-sad,Easy,mood,clueOption1,mood,mood,happy,sad,1e-06,1e-06,2.000001,1e-06,4.000001,1e-06,8.000001000000001,1e-06,14.000001000000001,1e-06,20.000001,1.000001,41.000001,1.000001,79.000001,3.000001,150.000001,9.000001000000001
3068,174,457520,happy-sad,Easy,feeling,clueOption1,feeling,feeling,happy,sad,17.000001,1.000001,21.000001,2.000001,28.000001,2.000001,35.000001,2.000001,50.000001,2.000001,80.000001,2.000001,132.000001,6.000001,228.000001,17.000001,405.000001,43.000001
3069,204,457564,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3070,234,458120,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3071,264,458387,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3072,294,463818,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3073,318,463852,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3074,346,463890,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3075,376,463946,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3076,403,463960,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3077,429,464103,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3078,454,464255,happy-sad,Easy,bipolar,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3079,476,464313,happy-sad,Easy,feelings,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3080,504,464439,happy-sad,Easy,emotions,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3081,534,465668,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3082,564,466145,happy-sad,Easy,moods,clueOption1,mood,mood,happy,sad,1e-06,1e-06,2.000001,1e-06,4.000001,1e-06,8.000001000000001,1e-06,14.000001000000001,1e-06,20.000001,1.000001,41.000001,1.000001,79.000001,3.000001,150.000001,9.000001000000001
3083,594,466195,happy-sad,Easy,mood,clueOption1,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3084,641,472844,happy-sad,Easy,mood,clueOption1,happiness,happiness,happy,sad,8.000001000000001,1e-06,24.000001,1e-06,41.000001,1e-06,54.000001,1.000001,68.000001,2.000001,105.000001,2.000001,186.000001,13.000001000000001,337.000001,35.000001,560.000001,114.000001
3085,692,473115,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3086,756,473468,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3087,787,473706,happy-sad,Easy,emotions,clueOption1,opposite,opposite,happy,sad,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,4.000001,1e-06,9.000001000000001,1e-06,18.000001,1e-06,41.000001,1.000001,86.000001,5.000001
3088,815,473736,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3089,845,473749,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3090,895,474298,happy-sad,Easy,emotions,clueOption1,feeling,feeling,happy,sad,17.000001,1.000001,21.000001,2.000001,28.000001,2.000001,35.000001,2.000001,50.000001,2.000001,80.000001,2.000001,132.000001,6.000001,228.000001,17.000001,405.000001,43.000001
3091,925,475267,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3092,973,475635,happy-sad,Easy,emotions,clueOption1,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3093,1002,475843,happy-sad,Easy,emotional,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3094,1049,485894,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3095,1080,486041,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3096,1110,486051,happy-sad,Easy,moods,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3097,1140,486052,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3098,1170,486112,happy-sad,Easy,emotions,clueOption1,antonyms,antonyms,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3099,1200,486514,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3100,1246,487409,happy-sad,Easy,feelings,clueOption1,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3101,1275,487468,happy-sad,Easy,emotions,clueOption1,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3102,1305,488171,happy-sad,Easy,emotions,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3103,1332,490556,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3104,1362,490576,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3105,1387,490603,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3106,1415,490624,happy-sad,Easy,emotions,clueOption1,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3107,1445,491095,happy-sad,Easy,emotion,clueOption1,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3108,1480,455383,happy-sad,Easy,emotions,clueOption2,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3109,1510,455606,happy-sad,Easy,emotions,clueOption2,facials,facials,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3110,1540,455664,happy-sad,Easy,emotions,clueOption2,unstable,unstable,happy,sad,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,3.000001,1e-06,4.000001,1e-06,6.000001,1e-06,15.000001000000001,1e-06,26.000001,1e-06
3111,1570,457037,happy-sad,Easy,emotions,clueOption2,bipolar,bipolar,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3112,1600,457425,happy-sad,Easy,mood,clueOption2,emotion,emotion,happy,sad,23.000001,1e-06,37.000001,1e-06,48.000001,1e-06,64.000001,1e-06,75.000001,1.000001,115.000001,3.000001,169.000001,9.000001000000001,267.000001,21.000001,451.000001,63.000001
3113,1630,457520,happy-sad,Easy,feeling,clueOption2,opposite,opposite,happy,sad,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,4.000001,1e-06,9.000001000000001,1e-06,18.000001,1e-06,41.000001,1.000001,86.000001,5.000001
3114,1660,457564,happy-sad,Easy,emotions,clueOption2,core,core,happy,sad,1e-06,1e-06,1.000001,1e-06,3.000001,1e-06,3.000001,1e-06,10.000001000000001,1e-06,19.000001,1e-06,28.000001,1e-06,61.000001,1.000001,102.000001,2.000001
3115,1690,458120,happy-sad,Easy,emotion,clueOption2,face,face,happy,sad,53.000001,1e-06,86.000001,1.000001,107.000001,2.000001,132.000001,4.000001,171.000001,7.000001,237.000001,13.000001000000001,379.000001,44.000001,569.000001,114.000001,795.000001,290.000001
3116,1720,458387,happy-sad,Easy,emotions,clueOption2,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3117,1750,463818,happy-sad,Easy,emotions,clueOption2,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3118,1774,463852,happy-sad,Easy,emotion,clueOption2,expression,expression,happy,sad,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,5.000001,1e-06,10.000001000000001,1e-06,23.000001,1e-06,42.000001,1e-06,84.000001,1e-06,154.000001,8.000001000000001
3119,1802,463890,happy-sad,Easy,emotion,clueOption2,feeling,feeling,happy,sad,17.000001,1.000001,21.000001,2.000001,28.000001,2.000001,35.000001,2.000001,50.000001,2.000001,80.000001,2.000001,132.000001,6.000001,228.000001,17.000001,405.000001,43.000001
3120,1832,463946,happy-sad,Easy,emotions,clueOption2,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3121,1859,463960,happy-sad,Easy,emotions,clueOption2,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3122,1885,464103,happy-sad,Easy,emotions,clueOption2,expression,expression,happy,sad,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,5.000001,1e-06,10.000001000000001,1e-06,23.000001,1e-06,42.000001,1e-06,84.000001,1e-06,154.000001,8.000001000000001
3123,1910,464255,happy-sad,Easy,bipolar,clueOption2,opposite,opposite,happy,sad,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,4.000001,1e-06,9.000001000000001,1e-06,18.000001,1e-06,41.000001,1.000001,86.000001,5.000001
3124,1932,464313,happy-sad,Easy,feelings,clueOption2,feelings,feelings,happy,sad,1e-06,1e-06,5.000001,1e-06,9.000001000000001,1e-06,12.000001000000001,1e-06,16.000001,1e-06,33.000001,1e-06,54.000001,1.000001,99.000001,3.000001,193.000001,9.000001000000001
3125,1960,464439,happy-sad,Easy,emotions,clueOption2,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3126,1990,465668,happy-sad,Easy,emotions,clueOption2,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3127,2020,466145,happy-sad,Easy,moods,clueOption2,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
3128,2050,466195,happy-sad,Easy,mood,clueOption2,emotions,emotions,happy,sad,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,11.000001000000001,1e-06,15.000001000000001,1e-06,27.000001,1e-06,36.000001,1e-06,57.000001,1e-06,121.000001,4.000001
3129,2097,472844,happy-sad,Easy,mood,clueOption2,mood,mood,happy,sad,1e-06,1e-06,2.000001,1e-06,4.000001,1e-06,8.000001000000001,1e-06,14.000001000000001,1e-06,20.000001,1.000001,41.000001,1.000001,79.000001,3.000001,150.000001,9.000001000000001
3130,2148,473115,happy-sad,Easy,emotion,clueOption2,expression,expression,happy,sad,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,5.000001,1e-06,10.000001000000001,1e-06,23.000001,1e-06,42.000001,1e-06,84.000001,1e-06,154.000001,8.000001000000001
3131,2212,473468,happy-sad,Easy,emotion,clueOption2,opposites,opposites,happy,sad,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
