,Unnamed: 0.1,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,corrected,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
1827,3596,3596,473115,chair-table,Easy,furniture,clueOption3,room,room,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,0.0012099800519523652,3.11311374259426e-07,0.001209991370255612,2.8391201226068026e-07,0.0009097613793017233,0.0022462961157800987,0.0007141268360172921,0.002244222481991211,0.0008508192292982311,0.0019266561339751562,0.0008145151128194201,0.0015377051025566193,0.0007026023729326698,0.0011850410154734471,0.0006937696898665289,0.0012112738136766162
1828,3660,3660,473468,chair-table,Easy,dining-room,clueOption3,set,set,chair,table,['no'],0.000805131889893993,3.6202790655951327e-07,0.000941098583534822,3.11311374259426e-07,0.0007394417848761262,2.8391201226068026e-07,0.0004380350038355537,2.2460715086292359e-07,0.00040807320642328494,1.1220551382386939e-07,0.0002865009285578745,3.853235203246248e-08,0.00030600595868859653,0.00011829592642109485,0.0002901533391459264,0.00017955471593930874,0.00030036779549813216,0.00023246768020675812
1829,3719,3719,473736,chair-table,Easy,kitchen,clueOption3,dinner,dinner,chair,table,['no'],0.013150076036796991,3.6202790655951327e-07,0.008604220433434803,0.003113425053968519,0.005108830791971353,0.002839404034619063,0.002695582657852223,0.0022462961157800987,0.001666293683643092,0.002244222481991211,0.001111273829639934,0.002311979654299781,0.000846015679889471,0.001301136906534032,0.0007649493199004333,0.0008977592156065504,0.0006339619694389011,0.0008442215136254194
1830,3749,3749,473749,chair-table,Easy,furniture,clueOption3,kitchen,kitchen,chair,table,['no'],0.0029520786980510357,3.6202790655951327e-07,0.002688828128248853,3.11311374259426e-07,0.0015460982169552449,2.8391201226068026e-07,0.000876066638196997,2.2460715086292359e-07,0.0005440970417983993,1.1220551382386939e-07,0.000503546428842627,3.853235203246248e-08,0.0003870074168687277,0.00023658002443238853,0.00035489824561245006,0.00017955471593930874,0.00033093618593891974,0.00019576245020163843
1831,3799,3799,474298,chair-table,Easy,dining,clueOption3,eat,eat,chair,table,['no'],0.009929655824561427,3.6202790655951327e-07,0.009007542636061117,3.11311374259426e-07,0.006184372701410178,2.8391201226068026e-07,0.0036390354087845623,0.0022462961157800987,0.002533445634159445,0.004488332758468599,0.0019273649107106035,0.00462392077624753,0.0016830307477508264,0.004967943944884138,0.0014123983845656701,0.004057859014142414,0.0010805262819651893,0.004025341447402457
1832,3829,3829,475267,chair-table,Easy,dinner,clueOption3,dinner,dinner,chair,table,['no'],0.013150076036796991,3.6202790655951327e-07,0.008604220433434803,0.003113425053968519,0.005108830791971353,0.002839404034619063,0.002695582657852223,0.0022462961157800987,0.001666293683643092,0.002244222481991211,0.001111273829639934,0.002311979654299781,0.000846015679889471,0.001301136906534032,0.0007649493199004333,0.0008977592156065504,0.0006339619694389011,0.0008442215136254194
1833,3906,3906,475843,chair-table,Easy,dining room,clueOption3,kitchen,kitchen,chair,table,['no'],0.0029520786980510357,3.6202790655951327e-07,0.002688828128248853,3.11311374259426e-07,0.0015460982169552449,2.8391201226068026e-07,0.000876066638196997,2.2460715086292359e-07,0.0005440970417983993,1.1220551382386939e-07,0.000503546428842627,3.853235203246248e-08,0.0003870074168687277,0.00023658002443238853,0.00035489824561245006,0.00017955471593930874,0.00033093618593891974,0.00019576245020163843
1834,3953,3953,485894,chair-table,Easy,sit,clueOption3,wooden,wooden,chair,table,['no'],0.005367393857227709,3.6202790655951327e-07,0.004033235470336569,3.11311374259426e-07,0.0022183119103545107,2.8391201226068026e-07,0.0012467087903489874,2.2460715086292359e-07,0.0007311298154391814,1.1220551382386939e-07,0.0004080464087173359,3.853235203246248e-08,0.00031500612070861113,1.1828409801129373e-08,0.00026137782516080473,3.5910224983362083e-09,0.00023524383325471512,7.341168351790618e-05
1835,3984,3984,486041,chair-table,Easy,dine,clueOption3,dining,dining,chair,table,['no'],0.005635762208247339,3.6202790655951327e-07,0.00416767620454534,3.11311374259426e-07,0.0022183119103545107,2.8391201226068026e-07,0.001111929825930082,2.2460715086292359e-07,0.0005611000212202886,1.1220551382386939e-07,0.0003125463885920448,3.853235203246248e-08,0.00018000369040839252,1.1828409801129373e-08,0.00014387780972155808,3.5910224983362083e-09,0.0001089830901297229,1.2235076668373225e-09
1836,4014,4014,486051,chair-table,Easy,furniture,clueOption3,sit,sit,chair,table,['no'],0.047769593318329306,0.010861199224691956,0.03119026378050843,0.018678993766939815,0.01673812768777865,0.019874124770259877,0.00852477286896989,0.01796879667618475,0.004471785288254823,0.010098608449662068,0.002335410451245938,0.004238597255922905,0.0013050239429102143,0.0018925573965905005,0.0008344901453644773,0.0010054898905566367,0.000587444853550746,0.0005872849035895817
1837,4044,4044,486052,chair-table,Easy,furniture,clueOption3,wood,wood,chair,table,['no'],0.010198024175581057,3.6202790655951327e-07,0.007663135293973402,3.11311374259426e-07,0.004705502575931794,2.8391201226068026e-07,0.0027629721400616756,0.0022462961157800987,0.0018873324161276525,0.0011221673437525176,0.001441182990072758,0.0030826266949490304,0.0012195224037200758,0.002483977886646969,0.0009999493507789267,0.0021905273150075854,0.0008585731861559925,0.002067729180462742
1838,4104,4104,486514,chair-table,Easy,desk,clueOption3,dining,dining,chair,table,['no'],0.005635762208247339,3.6202790655951327e-07,0.00416767620454534,3.11311374259426e-07,0.0022183119103545107,2.8391201226068026e-07,0.001111929825930082,2.2460715086292359e-07,0.0005611000212202886,1.1220551382386939e-07,0.0003125463885920448,3.853235203246248e-08,0.00018000369040839252,1.1828409801129373e-08,0.00014387780972155808,3.5910224983362083e-09,0.0001089830901297229,1.2235076668373225e-09
1839,4150,4150,487409,chair-table,Easy,dining,clueOption3,dinner,dinner,chair,table,['no'],0.013150076036796991,3.6202790655951327e-07,0.008604220433434803,0.003113425053968519,0.005108830791971353,0.002839404034619063,0.002695582657852223,0.0022462961157800987,0.001666293683643092,0.002244222481991211,0.001111273829639934,0.002311979654299781,0.000846015679889471,0.001301136906534032,0.0007649493199004333,0.0008977592156065504,0.0006339619694389011,0.0008442215136254194
1840,4179,4179,487468,chair-table,Easy,furniture,clueOption3,seat,seat,chair,table,['no'],0.022542968322484053,3.6202790655951327e-07,0.016267342283334783,3.11311374259426e-07,0.008469899258967682,0.002839404034619063,0.004380319713088543,0.0022462961157800987,0.002329409881096774,0.0011221673437525176,0.001276228409856346,0.00038536205267665724,0.000783014545749369,0.00011829592642109485,0.0005131635725306191,0.00021546494092267081,0.0003814404831889166,0.0002691729102118778
1841,4209,4209,488171,chair-table,Easy,furniture,clueOption3,Ikea,Ikea,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,0.000268894912490964,3.11311374259426e-07,0.0001344494608167871,2.8391201226068026e-07,6.739285168356327e-05,2.2460715086292359e-07,3.4007659141720746e-05,1.1220551382386939e-07,1.736450820478134e-05,3.853235203246248e-08,2.2500855058137438e-05,1.1828409801129373e-08,2.397983478355124e-05,3.5910224983362083e-09,1.5948858353412833e-05,1.2235076668373225e-09
1842,4266,4266,490576,chair-table,Easy,furniture,clueOption3,house,house,chair,table,['no'],0.0010735002409136233,3.6202790655951327e-07,0.0014788615203699083,3.11311374259426e-07,0.0017477623249750247,2.8391201226068026e-07,0.002223856282386053,2.2460715086292359e-07,0.002210389025143549,0.004488332758468599,0.0019881376507903344,0.007706508938844528,0.0018540338261311034,0.00697877361107613,0.0015538779949925182,0.006032921388227328,0.0011748895741954468,0.005040852810877435
1843,4319,4319,490624,chair-table,Easy,dining,clueOption3,craft,craft,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,1.344407342087716e-08,3.11311374259426e-07,6.722809147686055e-05,2.8391201226068026e-07,6.739285168356327e-05,2.2460715086292359e-07,8.50165974073886e-05,1.1220551382386939e-07,0.00010418270831868235,3.853235203246248e-08,9.900223222826132e-05,1.1828409801129373e-08,9.35206602475952e-05,3.5910224983362083e-09,0.00012227369466919576,1.2235076668373225e-09
1844,4349,4349,491095,chair-table,Easy,desk,clueOption3,school,school,chair,table,['no'],0.0013418685919332537,3.6202790655951327e-07,0.0017477429887874515,3.11311374259426e-07,0.002352754649034364,0.002839404034619063,0.0021564668001766004,0.0022462961157800987,0.002108371148612213,0.0011221673437525176,0.0018752739906422629,0.0030826266949490304,0.0016695305047208044,0.0053227962389180185,0.0014723473720346736,0.00502743508869319,0.0011336887001230807,0.004710505740831358
1845,4392,4736,463946,chair-table,Easy,dining,clueOption4,dining,dining,chair,table,['no'],0.005635762208247339,3.6202790655951327e-07,0.00416767620454534,3.11311374259426e-07,0.0022183119103545107,2.8391201226068026e-07,0.001111929825930082,2.2460715086292359e-07,0.0005611000212202886,1.1220551382386939e-07,0.0003125463885920448,3.853235203246248e-08,0.00018000369040839252,1.1828409801129373e-08,0.00014387780972155808,3.5910224983362083e-09,0.0001089830901297229,1.2235076668373225e-09
1846,4447,4954,466195,chair-table,Easy,meals,clueOption4,sit,sit,chair,table,['no'],0.047769593318329306,0.010861199224691956,0.03119026378050843,0.018678993766939815,0.01673812768777865,0.019874124770259877,0.00852477286896989,0.01796879667618475,0.004471785288254823,0.010098608449662068,0.002335410451245938,0.004238597255922905,0.0013050239429102143,0.0018925573965905005,0.0008344901453644773,0.0010054898905566367,0.000587444853550746,0.0005872849035895817
1847,4473,5052,473115,chair-table,Easy,furniture,clueOption4,desk,desk,chair,table,['no'],0.008319445718443643,3.6202790655951327e-07,0.005243202078215514,3.11311374259426e-07,0.00282330423441385,2.8391201226068026e-07,0.0015499614602915253,2.2460715086292359e-07,0.0008161447125486278,1.1220551382386939e-07,0.0005295918888767973,3.853235203246248e-08,0.0003825073358587204,0.00011829592642109485,0.0002973472176422068,0.0002513751659060329,0.0002791028282349756,0.00022023260353838488
1848,4532,5255,474298,chair-table,Easy,dining,clueOption4,family,family,chair,table,['no'],0.004025552102129557,3.6202790655951327e-07,0.003898794736127797,3.11311374259426e-07,0.002756082865073923,2.8391201226068026e-07,0.002358635246804959,0.004492367624409334,0.002040359230924656,0.005610387896707292,0.001970774010767554,0.007706508938844528,0.0016785306667408191,0.005204512140906725,0.001443571858049552,0.00502743508869319,0.0011124237328599242,0.004404628824122027
1849,4574,5440,486041,chair-table,Easy,dine,clueOption4,room,room,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,0.0012099800519523652,3.11311374259426e-07,0.001209991370255612,2.8391201226068026e-07,0.0009097613793017233,0.0022462961157800987,0.0007141268360172921,0.002244222481991211,0.0008508192292982311,0.0019266561339751562,0.0008145151128194201,0.0015377051025566193,0.0007026023729326698,0.0011850410154734471,0.0006937696898665289,0.0012112738136766162
1850,4650,6192,463946,chair-table,Easy,dining,clueOption5,picnic,picnic,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,1.344407342087716e-08,3.11311374259426e-07,6.722136933992657e-09,2.8391201226068026e-07,6.739285168356327e-05,2.2460715086292359e-07,5.101063856361003e-05,1.1220551382386939e-07,6.945542827312194e-05,3.853235203246248e-08,7.20017461682176e-05,1.1828409801129373e-08,6.474514626247356e-05,3.5910224983362083e-09,5.980785333367329e-05,1.2235076668373225e-09
1851,4672,6410,466195,chair-table,Easy,meals,clueOption5,eat,eat,chair,table,['no'],0.009929655824561427,3.6202790655951327e-07,0.009007542636061117,3.11311374259426e-07,0.006184372701410178,2.8391201226068026e-07,0.0036390354087845623,0.0022462961157800987,0.002533445634159445,0.004488332758468599,0.0019273649107106035,0.00462392077624753,0.0016830307477508264,0.004967943944884138,0.0014123983845656701,0.004057859014142414,0.0010805262819651893,0.004025341447402457
1852,4687,6508,473115,chair-table,Easy,furniture,clueOption5,classroom,classroom,chair,table,['no'],2.6836835101963038e-08,3.6202790655951327e-07,0.00013445417828219247,3.11311374259426e-07,6.722809147686055e-05,2.8391201226068026e-07,6.739285168356327e-05,2.2460715086292359e-07,5.101063856361003e-05,1.1220551382386939e-07,4.3409968238951645e-05,3.853235203246248e-08,4.0501179098166586e-05,0.00011829592642109485,6.714310576123369e-05,3.5913816005860416e-05,7.575657878104074e-05,1.2236300176040062e-05
1853,4753,7648,463946,chair-table,Easy,dining,clueOption6,set,set,chair,table,['no'],0.000805131889893993,3.6202790655951327e-07,0.000941098583534822,3.11311374259426e-07,0.0007394417848761262,2.8391201226068026e-07,0.0004380350038355537,2.2460715086292359e-07,0.00040807320642328494,1.1220551382386939e-07,0.0002865009285578745,3.853235203246248e-08,0.00030600595868859653,0.00011829592642109485,0.0002901533391459264,0.00017955471593930874,0.00030036779549813216,0.00023246768020675812
1854,4772,7964,473115,chair-table,Easy,furniture,clueOption6,furniture,furniture,chair,table,['no'],0.006977603963345492,3.6202790655951327e-07,0.005108761344006742,3.11311374259426e-07,0.0030921897117735563,2.8391201226068026e-07,0.0015836562013962516,2.2460715086292359e-07,0.0008841566302361849,1.1220551382386939e-07,0.0005382737088881874,3.853235203246248e-08,0.00033300644474864026,0.00011829592642109485,0.0002757655821533656,0.00010773426597258458,0.00025385067960997714,9.788183685465264e-05
1855,17,17,455383,chapel-feet,Medium,catholic,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1856,47,47,455606,chapel-feet,Medium,walk,clueOption1,walk,walk,chapel,feet,['no'],0.009747047764255466,8.184645604846101e-05,0.006161583229887761,3.103854987892803e-05,0.0037401096091675785,0.07627622817656325,0.002097820076037613,0.016101038626065368,0.0014369479364526206,0.007064546084241218,0.0009784895134476114,0.0026855435749464657,0.0008316546587919594,0.001595256617017858,0.0007618133342031752,0.0010319869934126856,0.0006555992756401675,0.001108372588213221
1857,77,77,455664,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1858,107,107,457037,chapel-feet,Medium,mosque,clueOption1,easter,eastern,chapel,feet,['yes'],2.499236608176765e-08,8.184645604846101e-05,1.283660498600578e-08,3.103854987892803e-05,6.561584294005762e-09,3.813620727791774e-06,3.3298678510631148e-09,8.050116807192325e-07,1.6905249952089711e-09,1.7660923687510857e-07,8.659191571048268e-10,4.4758313610547595e-08,8.991305859022767e-06,1.2271110353134653e-08,1.197843287580506e-05,3.6856546705643393e-09,1.4598494194574872e-05,1.2315237296549904e-09
1859,137,137,457425,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1860,167,167,457520,chapel-feet,Medium,prayer,clueOption1,prayer,prayer,chapel,feet,['no'],0.004498650887084258,8.184645604846101e-05,0.003465896182826547,3.103854987892803e-05,0.0019684818497860226,3.813620727791774e-06,0.0009989636851867854,8.050116807192325e-07,0.0005240644390397762,1.7660923687510857e-07,0.00032039095404794306,4.4758313610547595e-08,0.00019779928849936887,1.2271110353134653e-08,0.0001293647273328055,3.6856546705643393e-09,9.68801680033259e-05,2.4631706116829462e-05
1861,197,197,457564,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1862,227,227,458120,chapel-feet,Medium,baptism,clueOption1,baptism,baptism,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,1.283660498600578e-08,3.103854987892803e-05,6.561584294005762e-09,3.813620727791774e-06,3.3298678510631148e-09,8.050116807192325e-07,1.6905249952089711e-09,1.7660923687510857e-07,8.659191571048268e-10,4.4758313610547595e-08,4.495877700919289e-06,1.2271110353134653e-08,2.395878226254003e-06,3.6856546705643393e-09,1.3272564834859983e-06,1.2315237296549904e-09
1863,257,257,458387,chapel-feet,Medium,pray,clueOption1,pray,pray,chapel,feet,['no'],0.0069978874952610235,8.184645604846101e-05,0.005006288781147241,3.103854987892803e-05,0.002624640279186599,3.813620727791774e-06,0.001365249148803728,0.008050921818873045,0.0007607379383690323,0.0017662689779879609,0.0004502788276136671,0.00044762789441908646,0.00026073528271281757,0.0002454344781730462,0.00019404697121727516,7.371677906595733e-05,0.0001512922426187903,4.926218070992927e-05
1864,287,287,463818,chapel-feet,Medium,vertical,clueOption1,stand,stand,chapel,feet,['no'],0.003249032582995876,8.184645604846101e-05,0.001925503584505853,3.103854987892803e-05,0.001049860048625216,3.813620727791774e-06,0.0006326782215698428,8.050116807192325e-07,0.0003888224394230585,1.7660923687510857e-07,0.00029441337933479826,0.00044762789441908646,0.00026073528271281757,0.0002454344781730462,0.0002922681563751735,0.00014742987247724413,0.0002800232484163524,0.00016009931637887842
1865,339,339,463890,chapel-feet,Medium,choir,clueOption1,choir,choir,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,0.0002567449363251016,3.103854987892803e-05,0.0002624699333445245,3.813620727791774e-06,0.00013319804391037564,8.050116807192325e-07,8.452794028544376e-05,1.7660923687510857e-07,0.00010391116477173632,4.4758313610547595e-08,0.0001078907253372993,1.2271110353134653e-08,0.00012217781134564223,7.371677906595733e-05,0.00011678702456995922,4.926218070992927e-05
1866,369,369,463946,chapel-feet,Medium,heels,clueOption1,heels,heels,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,0.00012837888646504382,3.103854987892803e-05,6.562240452435163e-05,3.813620727791774e-06,6.660068688911334e-05,8.050116807192325e-07,6.762269033335405e-05,1.7660923687510857e-07,4.329682377439844e-05,4.4758313610547595e-08,4.945015928195407e-05,1.2271110353134653e-08,5.9891206123560345e-05,3.6856546705643393e-09,6.63563212678215e-05,1.231646882027956e-05
1867,497,497,464439,chapel-feet,Medium,kneel,clueOption1,leg,leg,chapel,feet,['no'],0.0027491852613605234,8.184645604846101e-05,0.003080798033246373,3.103854987892803e-05,0.0020340976927260804,3.813620727791774e-06,0.0012653531132718347,8.050116807192325e-07,0.0007776431883211219,0.0017662689779879609,0.0006321218506056808,0.00044762789441908646,0.000490002118776095,0.00036814558170439267,0.0004000718961826229,0.0002211429658885309,0.00037424903616508335,0.00035714311312367685
1868,527,527,465668,chapel-feet,Medium,holy,clueOption1,pure,pure,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,0.0003851109861851594,3.103854987892803e-05,0.0002624699333445245,3.813620727791774e-06,0.0002996914364635314,8.050116807192325e-07,0.00037191718947096885,1.7660923687510857e-07,0.0003377093371900396,4.4758313610547595e-08,0.00037312098666540455,0.0002454344781730462,0.0003569504002596431,0.00025799951259417427,0.0003808846550206278,0.0002463059774547277
1869,557,557,466145,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1870,587,587,466195,chapel-feet,Medium,building,clueOption1,toes,toes,chapel,feet,['no'],0.04973483349508371,8.184645604846101e-05,0.027470347506657358,3.103854987892803e-05,0.014238644479576798,3.813620727791774e-06,0.007359011280717334,0.016101038626065368,0.003752967179888911,0.007064546084241218,0.0020175925019734037,0.0026855435749464657,0.001213766052230755,0.0014725455134865114,0.0008240999394252571,0.0008108477131788252,0.0005799532206869609,0.0006280783336477748
1871,634,634,472844,chapel-feet,Medium,sole,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1872,685,685,473115,chapel-feet,Medium,religion,clueOption1,religion,religion,chapel,feet,['no'],0.012746131694067584,8.184645604846101e-05,0.012451519673030594,3.103854987892803e-05,0.008201986929091496,3.813620727791774e-06,0.004295532857739269,8.050116807192325e-07,0.0025526944332905414,0.0017662689779879609,0.0016625656475604245,0.00223796043884099,0.0011058757764362715,0.002086101031143244,0.0008432650487243592,0.0014005524604691194,0.0006914316174601074,0.0012068944865856203
1873,749,749,473468,chapel-feet,Medium,Jesus,clueOption1,Jesus,Jesus,chapel,feet,['no'],0.0012496432964544642,8.184645604846101e-05,0.0028240659335262578,3.103854987892803e-05,0.0025590244362465415,3.813620727791774e-06,0.0015317425413568838,8.050116807192325e-07,0.0009297904378899293,1.7660923687510857e-07,0.0006494402337477773,0.00044762789441908646,0.0005394518285152332,0.0002454344781730462,0.00048152361070380684,0.00040542569941674783,0.0004233526156961122,0.0003325126385305771
1874,808,808,473736,chapel-feet,Medium,ritual,clueOption1,rise,rise,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,0.00012837888646504382,3.103854987892803e-05,0.00013123824746440923,3.813620727791774e-06,9.989936539974449e-05,8.050116807192325e-07,8.452794028544376e-05,1.7660923687510857e-07,5.195601534544671e-05,4.4758313610547595e-08,5.8441015598161026e-05,1.2271110353134653e-08,0.00010061706338415234,3.6856546705643393e-09,0.00012342264342550364,3.694694341337937e-05
1875,838,838,473749,chapel-feet,Medium,piano,clueOption1,piano,piano,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,0.00012837888646504382,3.103854987892803e-05,0.00019685409040446684,3.813620727791774e-06,0.00013319804391037564,8.050116807192325e-07,0.000185959439997982,1.7660923687510857e-07,0.0002770949961927017,4.4758313610547595e-08,0.0002787169953452315,0.00012272337464169967,0.0002994550723623368,0.00011057332577160072,0.00031320134269407455,0.00022167550286162792
1876,888,888,474298,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1877,918,918,475267,chapel-feet,Medium,prayer,clueOption1,pray,pray,chapel,feet,['no'],0.0069978874952610235,8.184645604846101e-05,0.005006288781147241,3.103854987892803e-05,0.002624640279186599,3.813620727791774e-06,0.001365249148803728,0.008050921818873045,0.0007607379383690323,0.0017662689779879609,0.0004502788276136671,0.00044762789441908646,0.00026073528271281757,0.0002454344781730462,0.00019404697121727516,7.371677906595733e-05,0.0001512922426187903,4.926218070992927e-05
1878,995,995,475843,chapel-feet,Medium,religion,clueOption1,jack,jacket,chapel,feet,['yes'],2.499236608176765e-08,8.184645604846101e-05,0.0002567449363251016,3.103854987892803e-05,0.0003280857762845821,3.813620727791774e-06,0.0002663927579529002,8.050116807192325e-07,0.0003212014396146997,1.7660923687510857e-07,0.00028575418776374996,4.4758313610547595e-08,0.0003011941361357489,0.00012272337464169967,0.00029466379503756125,0.00014742987247724413,0.0002760418771030257,0.00016009931637887842
1879,1042,1042,485894,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
1880,1073,1073,486041,chapel-feet,Medium,worship,clueOption1,pray,pray,chapel,feet,['no'],0.0069978874952610235,8.184645604846101e-05,0.005006288781147241,3.103854987892803e-05,0.002624640279186599,3.813620727791774e-06,0.001365249148803728,0.008050921818873045,0.0007607379383690323,0.0017662689779879609,0.0004502788276136671,0.00044762789441908646,0.00026073528271281757,0.0002454344781730462,0.00019404697121727516,7.371677906595733e-05,0.0001512922426187903,4.926218070992927e-05
1881,1103,1103,486051,chapel-feet,Medium,worship,clueOption1,shoeless,hopeless,chapel,feet,['yes'],2.499236608176765e-08,8.184645604846101e-05,0.00012837888646504382,3.103854987892803e-05,0.00013123824746440923,3.813620727791774e-06,9.989936539974449e-05,8.050116807192325e-07,6.762269033335405e-05,1.7660923687510857e-07,6.061520691649498e-05,4.4758313610547595e-08,5.394558744005755e-05,1.2271110353134653e-08,5.509992879878481e-05,3.6856546705643393e-09,6.237494995449482e-05,1.2315237296549904e-09
1882,1133,1133,486052,chapel-feet,Medium,arch,clueOption1,arch,arch,chapel,feet,['no'],0.0007497959748191112,8.184645604846101e-05,0.0003851109861851594,3.103854987892803e-05,0.00019685409040446684,3.813620727791774e-06,0.00013319804391037564,8.050116807192325e-07,8.452794028544376e-05,1.7660923687510857e-07,5.195601534544671e-05,4.4758313610547595e-08,5.394558744005755e-05,1.2271110353134653e-08,4.3121735486845996e-05,3.6860232360313956e-05,5.3085083556732616e-05,2.4631706116829462e-05
1883,1163,1163,486112,chapel-feet,Medium,not-hands,clueOption1,legs,legs,chapel,feet,['no'],0.003498956243813553,8.184645604846101e-05,0.002567333833806142,3.103854987892803e-05,0.0016404026350857344,3.813620727791774e-06,0.0009989636851867854,8.050116807192325e-07,0.000659306438656494,0.0017662689779879609,0.0004935747854689084,0.00044762789441908646,0.0004675249779855776,0.00036814558170439267,0.0004312151987936638,0.00040542569941674783,0.0004087542542139144,0.00039408882501332666
1884,1193,1193,486514,chapel-feet,Medium,holy,clueOption1,baptism,baptism,chapel,feet,['no'],2.499236608176765e-08,8.184645604846101e-05,1.283660498600578e-08,3.103854987892803e-05,6.561584294005762e-09,3.813620727791774e-06,3.3298678510631148e-09,8.050116807192325e-07,1.6905249952089711e-09,1.7660923687510857e-07,8.659191571048268e-10,4.4758313610547595e-08,4.495877700919289e-06,1.2271110353134653e-08,2.395878226254003e-06,3.6856546705643393e-09,1.3272564834859983e-06,1.2315237296549904e-09
1885,1239,1239,487409,chapel-feet,Medium,church,clueOption1,church,church,chapel,feet,['no'],0.07172811564703924,8.184645604846101e-05,0.04351610373916458,3.103854987892803e-05,0.02296555159060446,3.813620727791774e-06,0.011754436844120645,0.008050921818873045,0.006170417923037739,0.010596730821743389,0.0033684263870569333,0.005371042391579321,0.001928539129369208,0.0034359231699880558,0.0011786544614586462,0.002100826847876344,0.0008042371380043629,0.0014162535206269687
