,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,union_index,intersection_index
2092,2092,472844,elm-rock,Medium,leaf,clueOption2,leaf,crawl,elm,rock,4315.596,8434.196
2093,2093,472844,giant-subtle,Hard,beanstalk,clueOption2,small,plant,giant,subtle,605.543,1480.8
2094,2094,472844,glow-quick,Medium,comet,clueOption2,laser,precious,glow,quick,2446.923,6622.786
2095,2095,472844,gold-silver,Easy,bronze,clueOption2,necklace,hostile,gold,silver,8101.835,9903.852
2096,2096,472844,gums-teeth,Easy,floss,clueOption2,tongue,church,gums,teeth,566.142,1378.571
2097,2097,472844,happy-sad,Easy,mood,clueOption2,mood,conclusions,happy,sad,10000.0,10000.0
2098,2098,472844,holy-kind,Medium,saint,clueOption2,saint,eating-place,holy,kind,10000.0,10000.0
2099,2099,472844,jump-leap,Easy,hop,clueOption2,skip,forest,jump,leap,660.386,1584.961
2100,2100,472844,lion-tiger,Easy,cheetah,clueOption2,cat,bright,lion,tiger,268.264,700.901
2101,2101,472844,new-old,Easy,age,clueOption2,age,troops,new,old,8029.658,9869.41
2102,2102,472844,oak-tree,Easy,plant,clueOption2,beech,death,oak,tree,281.281,754.585
2103,2103,472844,olive-real,Hard,oil,clueOption2,oil,prison,olive,real,1434.405,4144.001
2104,2104,472844,regret-rude,Hard,guilt,clueOption2,overblown,air,regret,rude,467.154,1128.984
2105,2105,472844,sit-stand,Easy,squat,clueOption2,kneel,hiding,sit,stand,6965.968,9637.679
2106,2106,472844,stern-wind,Hard,harsh,clueOption2,fume,storage,stern,wind,3117.89,7213.197
2107,2107,472844,trauma-weird,Medium,psychotic,clueOption2,sociopath,saint,trauma,weird,5628.519,9170.05
2108,2108,472848,ankle-travel,Hard,walking,clueOption2,moving,OBGYN,ankle,travel,10000.0,10000.0
2109,2109,472848,ash-snake,Hard,tree,clueOption2,slither,dentist,ash,snake,1834.426,5175.625
2110,2110,472848,bet-dream,Medium,risk,clueOption2,hope,hot,bet,dream,181.134,497.221
2111,2111,472848,birth-hand,Medium,deliver,clueOption2,baby,brine,birth,hand,8783.096,9963.875
2112,2112,472848,boot-crust,Hard,covering,clueOption2,outerwear,voodoo,boot,crust,9064.84,9972.025
2113,2113,472848,bowl-sun,Medium,circular,clueOption2,round,cymbals,bowl,sun,9620.981,10000.0
2114,2114,472848,cage-glass,Medium,enclosure,clueOption2,trap,church,cage,glass,625.436,1440.454
2115,2115,472848,cave-knight,Hard,dark,clueOption2,adventure,hissing,cave,knight,9688.563,10000.0
2116,2116,472848,east-short,Hard,measure,clueOption2,map,body part,east,short,6106.826,9391.063
2117,2117,472848,elm-rock,Medium,forest,clueOption2,natural,gale,elm,rock,8068.554,9848.333
2118,2118,472848,glow-quick,Medium,lightning,clueOption2,lightning,jewelry,glow,quick,1338.426,3958.3
2119,2119,472848,gold-silver,Easy,metals,clueOption2,precious,chair,gold,silver,618.452,1504.681
2120,2120,472848,gums-teeth,Easy,mouth,clueOption2,dental,soldierboy,gums,teeth,10000.0,10000.0
2121,2121,472848,holy-kind,Medium,virtues,clueOption2,compliments,blow,holy,kind,1277.74,3709.651
2122,2122,472848,jump-leap,Easy,hop,clueOption2,hop,feline,jump,leap,1353.897,3967.482
2123,2123,472848,lion-tiger,Easy,cats,clueOption2,scary,cats,lion,tiger,1685.122,4692.979
2124,2124,472848,new-old,Easy,age,clueOption2,past,zoo,new,old,3079.125,7058.949
2125,2125,472848,oak-tree,Easy,plants,clueOption2,green,round,oak,tree,344.472,872.107
2126,2126,472848,regret-rude,Hard,negative,clueOption2,bad,currency,regret,rude,1442.888,4263.306
2127,2127,472848,sit-stand,Easy,squatting,clueOption2,chair,values,sit,stand,4476.031,8718.361
2128,2128,472848,stern-wind,Hard,gale,clueOption2,intense,nightmare,stern,wind,4343.858,8513.319
2129,2129,473115,ankle-travel,Hard,walker,clueOption2,boat,hiss,ankle,travel,8336.825,9879.779
2130,2130,473115,army-drum,Medium,cymbals,clueOption2,military,metal,army,drum,560.942,1407.997
2131,2131,473115,ash-snake,Hard,venom,clueOption2,bonfire,holy,ash,snake,1895.144,5668.975
2132,2132,473115,bet-dream,Medium,exchange,clueOption2,trade,bang,bet,dream,1459.361,4431.692
2133,2133,473115,birth-hand,Medium,infant,clueOption2,tiny,air,birth,hand,451.671,1114.834
2134,2134,473115,bone-garage,Hard,skeleton,clueOption2,dog,tree,bone,garage,229.023,595.972
2135,2135,473115,boot-crust,Hard,shoe,clueOption2,pie,chew,boot,crust,1806.193,5164.245
2136,2136,473115,bowl-sun,Medium,soup,clueOption2,hot,seated,bowl,sun,10000.0,10000.0
2137,2137,473115,cage-glass,Medium,aquarium,clueOption2,bars,strong,cage,glass,351.724,877.484
2138,2138,473115,candle-wick,Easy,wax,clueOption2,wax,Minecraft,candle,wick,7164.068,9734.219
2139,2139,473115,cave-knight,Hard,Excalibur,clueOption2,hideaway,selfless,cave,knight,7992.738,9858.799
2140,2140,473115,chair-table,Easy,furniture,clueOption2,living,oak,chair,table,2288.893,6232.473
2141,2141,473115,chapel-feet,Medium,religion,clueOption2,church,gambling,chapel,feet,5225.16,9081.752
2142,2142,473115,east-short,Hard,compass,clueOption2,dwarf,stripes,east,short,2496.37,6506.5
2143,2143,473115,elm-rock,Medium,tree,clueOption2,tree,friends,elm,rock,351.583,937.516
2144,2144,473115,giant-subtle,Hard,Hagrid,clueOption2,slight,air,giant,subtle,454.63,1136.943
2145,2145,473115,glow-quick,Medium,lighter,clueOption2,lighter,mane,glow,quick,4640.428,8749.479
2146,2146,473115,gold-silver,Easy,expensive,clueOption2,medals,earth,gold,silver,398.354,1008.062
2147,2147,473115,gums-teeth,Easy,dentist,clueOption2,dentist,nature,gums,teeth,690.855,1680.03
2148,2148,473115,happy-sad,Easy,emotion,clueOption2,expression,tools,happy,sad,3297.257,7831.179
2149,2149,473115,holy-kind,Medium,pope,clueOption2,nice,direction,holy,kind,1015.209,2847.293
2150,2150,473115,jump-leap,Easy,hop,clueOption2,hop,see-through,jump,leap,10000.0,10000.0
2151,2151,473115,lion-tiger,Easy,cats,clueOption2,big,foot,lion,tiger,739.505,1906.581
2152,2152,473115,new-old,Easy,elderly,clueOption2,elderly,chair,new,old,596.114,1468.083
2153,2153,473115,oak-tree,Easy,forest,clueOption2,nature,material,oak,tree,1983.895,5633.271
2154,2154,473115,olive-real,Hard,nonfiction,clueOption2,food,unlikely,olive,real,7954.118,9898.493
2155,2155,473115,regret-rude,Hard,emotion,clueOption2,emotion,direction,regret,rude,1034.006,2824.089
2156,2156,473115,sit-stand,Easy,verb,clueOption2,up,protection,sit,stand,1861.653,5380.321
2157,2157,473115,stern-wind,Hard,tornados,clueOption2,air,medieval,stern,wind,8207.276,9900.879
2158,2158,473115,trauma-weird,Medium,scarring,clueOption2,strange,hold,trauma,weird,843.398,2207.539
2159,2159,473130,ankle-travel,Hard,walk,clueOption2,leg,basketball,ankle,travel,1187.077,3567.715
2160,2160,473130,ash-snake,Hard,desert,clueOption2,Sahara,moral,ash,snake,4252.077,8441.335
2161,2161,473130,bet-dream,Medium,affirmation,clueOption2,billionaire,break-up,bet,dream,10000.0,10000.0
2162,2162,473130,birth-hand,Medium,deformity,clueOption2,defect,skeleton,birth,hand,2663.63,6929.722
2163,2163,473130,boot-crust,Hard,thickness,clueOption2,cover,dining,boot,crust,5312.575,9066.54
2164,2164,473130,bowl-sun,Medium,circular,clueOption2,circle,wood,bowl,sun,368.966,917.071
2165,2165,473130,cave-knight,Hard,dark,clueOption2,cover,line,cave,knight,579.157,1451.114
2166,2166,473130,elm-rock,Medium,nature,clueOption2,outdoors,church,elm,rock,608.278,1468.234
2167,2167,473130,glow-quick,Medium,star,clueOption2,meteor,mouth,glow,quick,463.085,1146.072
2168,2168,473130,gold-silver,Easy,treasure,clueOption2,shining,mountain,gold,silver,689.765,1732.277
2169,2169,473130,gums-teeth,Easy,mouth,clueOption2,dentist,skeleton,gums,teeth,2524.457,6596.936
2170,2170,473130,holy-kind,Medium,righteousness,clueOption2,sacrifice,shoe,holy,kind,980.609,2692.216
2171,2171,473130,jump-leap,Easy,hop,clueOption2,air,emotion,jump,leap,617.985,1551.235
2172,2172,473130,lion-tiger,Easy,zoo,clueOption2,carnivore,child,lion,tiger,200.304,541.676
2173,2173,473130,oak-tree,Easy,trunk,clueOption2,element,shining,oak,tree,3315.482,7399.503
2174,2174,473130,regret-rude,Hard,feelings,clueOption2,emotion,marching,regret,rude,7414.159,9728.039
2175,2175,473130,sit-stand,Easy,action,clueOption2,action,dentist,sit,stand,1730.517,5266.089
2176,2176,473130,stern-wind,Hard,boat,clueOption2,severe,dinner,stern,wind,633.024,1493.101
2177,2177,473184,ankle-travel,Hard,journey,clueOption2,vacation,height,ankle,travel,1094.873,3230.654
2178,2178,473184,ash-snake,Hard,wild,clueOption2,fire,command,ash,snake,3120.821,7175.061
2179,2179,473184,bet-dream,Medium,lotteries,clueOption2,money,sinkhole,bet,dream,10000.0,10000.0
2180,2180,473184,birth-hand,Medium,delivery,clueOption2,children,intolerable,birth,hand,10000.0,10000.0
2181,2181,473184,bowl-sun,Medium,cereal,clueOption2,moon,shiny,bowl,sun,662.56,1572.527
2182,2182,473184,cave-knight,Hard,Camelot,clueOption2,king,aquarium,cave,knight,9058.387,9992.439
2183,2183,473184,glow-quick,Medium,youthful,clueOption2,natural,goal,glow,quick,1109.395,3208.594
2184,2184,473184,gold-silver,Easy,mining,clueOption2,valuable,night,gold,silver,237.866,630.328
2185,2185,473184,gums-teeth,Easy,dental,clueOption2,hygiene,condition,gums,teeth,4660.685,8679.791
2186,2186,473184,holy-kind,Medium,miracle,clueOption2,nice,crunch,holy,kind,4271.265,8351.003
2187,2187,473184,jump-leap,Easy,frog,clueOption2,legs,directional,jump,leap,10000.0,10000.0
2188,2188,473184,lion-tiger,Easy,felines,clueOption2,fast,puberty,lion,tiger,8007.841,9899.657
2189,2189,473184,oak-tree,Easy,log,clueOption2,bark,plant,oak,tree,544.42,1440.756
2190,2190,473184,regret-rude,Hard,unhappy,clueOption2,mean,wax,regret,rude,2449.227,6532.082
2191,2191,473184,stern-wind,Hard,front,clueOption2,sea,unusual,stern,wind,2182.205,6030.852
2192,2192,473465,glow-quick,Medium,sparks,clueOption2,firework,band,glow,quick,851.43,2282.796
2193,2193,473468,ankle-travel,Hard,walking,clueOption2,suitcase,seated,ankle,travel,10000.0,10000.0
2194,2194,473468,army-drum,Medium,troops,clueOption2,music,castle,army,drum,1494.717,4513.728
2195,2195,473468,ash-snake,Hard,(on the) ground,clueOption2,creepy,PTSD,ash,snake,10000.0,10000.0
2196,2196,473468,bet-dream,Medium,hypothetical,clueOption2,sleep,religion,bet,dream,581.25,1380.683
2197,2197,473468,birth-hand,Medium,human,clueOption2,human,feet,birth,hand,569.28,1541.402
2198,2198,473468,bone-garage,Hard,skeleton,clueOption2,cars,sunrise,bone,garage,3527.285,7845.38
2199,2199,473468,boot-crust,Hard,shoe,clueOption2,pizza,creepy,boot,crust,3203.51,7427.012
2200,2200,473468,bowl-sun,Medium,circular,clueOption2,circular,baby,bowl,sun,221.162,612.912
2201,2201,473468,cage-glass,Medium,delicate,clueOption2,dangerous,roots,cage,glass,5002.638,9002.425
2202,2202,473468,candle-wick,Easy,wax,clueOption2,wax,opposites,candle,wick,10000.0,10000.0
2203,2203,473468,cave-knight,Hard,adventurous,clueOption2,adventure,forest,cave,knight,628.737,1628.0
2204,2204,473468,chair-table,Easy,dining-room,clueOption2,dining-room,stick,chair,table,795.576,2118.231
2205,2205,473468,chapel-feet,Medium,Jesus,clueOption2,religious,human,chapel,feet,423.443,1020.008
2206,2206,473468,east-short,Hard,west,clueOption2,small,action,east,short,1084.657,3247.71
2207,2207,473468,elm-rock,Medium,nature,clueOption2,hike,foot,elm,rock,732.548,1856.533
2208,2208,473468,giant-subtle,Hard,understated,clueOption2,huge,mean,giant,subtle,505.476,1297.255
2209,2209,473468,glow-quick,Medium,bright,clueOption2,fast,round,glow,quick,362.739,882.37
2210,2210,473468,gold-silver,Easy,expensive metals,clueOption2,medals,pray,gold,silver,3491.329,7699.401
2211,2211,473468,gums-teeth,Easy,inside your mouth,clueOption2,oral,reality,gums,teeth,4708.582,8756.438
2212,2212,473468,happy-sad,Easy,emotion,clueOption2,opposites,Lavagirl,happy,sad,10000.0,10000.0
2213,2213,473468,holy-kind,Medium,good,clueOption2,adjectives,marching,holy,kind,7536.054,9861.691
2214,2214,473468,jump-leap,Easy,bounce,clueOption2,bounce,sizes,jump,leap,10000.0,10000.0
2215,2215,473468,lion-tiger,Easy,cats,clueOption2,zoo,hidden,lion,tiger,1701.844,5072.683
2216,2216,473468,new-old,Easy,geology,clueOption2,forest,up,new,old,256.378,640.94
2217,2217,473468,oak-tree,Easy,arbor,clueOption2,nature,dining,oak,tree,5314.457,8937.892
2218,2218,473468,olive-real,Hard,reality,clueOption2,salad,precious,olive,real,2484.171,6494.932
2219,2219,473468,regret-rude,Hard,bad connotation,clueOption2,starts with r,emotion,regret,rude,617.117,1544.235
2220,2220,473468,sit-stand,Easy,position,clueOption2,s,leaves,sit,stand,535.685,1334.297
2221,2221,473468,stern-wind,Hard,powerful,clueOption2,powerful,plant,stern,wind,602.817,1508.373
2222,2222,473468,trauma-weird,Medium,funky,clueOption2,PTSD,round,trauma,weird,345.841,868.236
2223,2223,473645,bowl-sun,Medium,circular,clueOption2,round,hidden,bowl,sun,1840.982,5145.975
2224,2224,473645,cave-knight,Hard,dragon,clueOption2,dragon slayer,dentist,cave,knight,1746.987,5132.244
2225,2225,473645,glow-quick,Medium,firefly,clueOption2,firefly,cats,glow,quick,1740.812,4982.964
2226,2226,473645,gold-silver,Easy,ore,clueOption2,valuable,small,gold,silver,222.193,566.08
2227,2227,473645,oak-tree,Easy,wood,clueOption2,wood,dirty,oak,tree,415.521,1024.44
2228,2228,473706,ankle-travel,Hard,transport,clueOption2,gymnastics,shoe,ankle,travel,938.598,2641.209
2229,2229,473706,army-drum,Medium,assembly,clueOption2,assembly,kalamata,army,drum,10000.0,10000.0
2230,2230,473706,ash-snake,Hard,hike,clueOption2,hike,ingot,ash,snake,10000.0,10000.0
2231,2231,473706,bet-dream,Medium,deal,clueOption2,decision,hard,bet,dream,192.839,529.587
2232,2232,473706,birth-hand,Medium,OBGYN,clueOption2,doctor,shine,birth,hand,755.944,2004.64
2233,2233,473706,boot-crust,Hard,shoe,clueOption2,pizza,time,boot,crust,145.718,401.773
2234,2234,473706,bowl-sun,Medium,round,clueOption2,sky,music,bowl,sun,201.866,548.903
2235,2235,473706,cage-glass,Medium,trapped,clueOption2,scary,body,cage,glass,435.259,1074.217
2236,2236,473706,cave-knight,Hard,medieval,clueOption2,ancient,ancient,cave,knight,1417.724,4435.298
2237,2237,473706,east-short,Hard,small,clueOption2,compass,stick,east,short,847.184,2229.975
2238,2238,473706,elm-rock,Medium,nature,clueOption2,bark,predators,elm,rock,10000.0,10000.0
2239,2239,473706,giant-subtle,Hard,beanstalk,clueOption2,huge,fight,giant,subtle,571.759,1405.445
2240,2240,473706,glow-quick,Medium,fireworks,clueOption2,bright,fire,glow,quick,266.758,703.066
2241,2241,473706,gold-silver,Easy,jewelry,clueOption2,shiny,obvious,gold,silver,4847.78,8952.578
2242,2242,473706,gums-teeth,Easy,floss,clueOption2,mouthwash,tradeable,gums,teeth,10000.0,10000.0
2243,2243,473706,happy-sad,Easy,emotions,clueOption2,emotions,newborn,happy,sad,4587.554,8732.193
2244,2244,473706,holy-kind,Medium,minister,clueOption2,preacher,feet,holy,kind,626.319,1487.673
2245,2245,473706,jump-leap,Easy,gymnastics,clueOption2,dance,awkward,jump,leap,2945.518,7231.991
2246,2246,473706,lion-tiger,Easy,cat,clueOption2,cat,batman,lion,tiger,10000.0,10000.0
2247,2247,473706,new-old,Easy,generations,clueOption2,ancient,desire,new,old,812.565,2098.274
2248,2248,473706,oak-tree,Easy,species,clueOption2,plant,circular,oak,tree,3603.991,7931.634
2249,2249,473706,regret-rude,Hard,argument,clueOption2,argument,bread,regret,rude,538.618,1349.128
2250,2250,473706,sit-stand,Easy,opposite,clueOption2,zoom,pastor,sit,stand,8106.366,9846.1
2251,2251,473706,stern-wind,Hard,breeze,clueOption2,statue,gentle,stern,wind,1102.206,3088.806
2252,2252,473736,ankle-travel,Hard,afoot,clueOption2,journey,fight,ankle,travel,567.102,1380.504
2253,2253,473736,army-drum,Medium,marching,clueOption2,parade,battle,army,drum,1410.957,4336.818
2254,2254,473736,ash-snake,Hard,toxic,clueOption2,volcano,bipolar,ash,snake,10000.0,10000.0
2255,2255,473736,bet-dream,Medium,casino,clueOption2,sleep,sad,bet,dream,152.668,434.352
2256,2256,473736,birth-hand,Medium,human,clueOption2,deliver,jewelry,birth,hand,1424.455,4061.845
2257,2257,473736,bone-garage,Hard,interior,clueOption2,park,stationary,bone,garage,7397.072,9755.058
2258,2258,473736,boot-crust,Hard,farm,clueOption2,dirt,tale,boot,crust,1531.732,4521.92
2259,2259,473736,bowl-sun,Medium,breakfast,clueOption2,morning,sacrifice,bowl,sun,6801.184,9673.338
2260,2260,473736,cage-glass,Medium,gallery,clueOption2,zoo,elf,cage,glass,5754.346,9102.471
2261,2261,473736,candle-wick,Easy,wax,clueOption2,birthday,medicine,candle,wick,1043.165,2761.509
2262,2262,473736,cave-knight,Hard,shining,clueOption2,armor,lava,cave,knight,6526.255,9624.099
2263,2263,473736,chair-table,Easy,kitchen,clueOption2,meal,room,chair,table,499.772,1180.362
2264,2264,473736,chapel-feet,Medium,ritual,clueOption2,prayer,dentist,chapel,feet,1845.907,5216.943
2265,2265,473736,east-short,Hard,location,clueOption2,proximity,shiny,east,short,664.778,1656.192
2266,2266,473736,elm-rock,Medium,terrain,clueOption2,nightmare,bound,elm,rock,3862.136,8327.555
2267,2267,473736,giant-subtle,Hard,oxymoron,clueOption2,large,injury,giant,subtle,1398.831,4157.284
2268,2268,473736,glow-quick,Medium,Lamborghini,clueOption2,fast,shoeless,glow,quick,10000.0,10000.0
2269,2269,473736,gold-silver,Easy,wealth,clueOption2,valuable,religious,gold,silver,3334.37,7776.872
2270,2270,473736,gums-teeth,Easy,toothbrush,clueOption2,dentist,gross,gums,teeth,580.609,1385.879
2271,2271,473736,happy-sad,Easy,emotion,clueOption2,mood,oral,happy,sad,4502.919,8517.313
2272,2272,473736,holy-kind,Medium,Jesus,clueOption2,virtue,divine,holy,kind,6332.867,9450.202
2273,2273,473736,jump-leap,Easy,trampoline,clueOption2,pounce,church,jump,leap,580.962,1492.741
2274,2274,473736,lion-tiger,Easy,cat,clueOption2,cat,hot,lion,tiger,182.195,494.229
2275,2275,473736,new-old,Easy,generation,clueOption2,condition,large,new,old,293.098,764.518
2276,2276,473736,oak-tree,Easy,Minecraft,clueOption2,sap,dentist,oak,tree,1767.391,5292.543
2277,2277,473736,olive-real,Hard,cuisine,clueOption2,cuisine,scented,olive,real,8989.091,9943.254
2278,2278,473736,regret-rude,Hard,bully,clueOption2,guilt,mean,regret,rude,400.897,1191.926
2279,2279,473736,sit-stand,Easy,chair,clueOption2,seated,mass,sit,stand,1463.461,4119.924
2280,2280,473736,stern-wind,Hard,sailboat,clueOption2,pirate,nature,stern,wind,672.38,1681.019
2281,2281,473736,trauma-weird,Medium,surreal,clueOption2,confusion,plant,trauma,weird,618.44,1458.363
2282,2282,473749,ankle-travel,Hard,walking,clueOption2,walking,success,ankle,travel,1473.556,4276.489
2283,2283,473749,army-drum,Medium,marching,clueOption2,band,fish,army,drum,476.593,1121.167
2284,2284,473749,ash-snake,Hard,gang,clueOption2,biker,pledge,ash,snake,8097.565,9891.507
2285,2285,473749,bet-dream,Medium,hypothetical,clueOption2,imagination,mammal,bet,dream,1840.984,5451.819
2286,2286,473749,birth-hand,Medium,baby,clueOption2,symbols,batman,birth,hand,10000.0,10000.0
2287,2287,473749,bone-garage,Hard,skeleton,clueOption2,parts,measure,bone,garage,951.259,2561.975
2288,2288,473749,boot-crust,Hard,foot,clueOption2,foot,emotions,boot,crust,2447.26,6405.398
2289,2289,473749,bowl-sun,Medium,round,clueOption2,objects,nature,bowl,sun,703.118,1792.92
2290,2290,473749,cage-glass,Medium,container,clueOption2,material,plant,cage,glass,626.393,1549.173
2291,2291,473749,candle-wick,Easy,wax,clueOption2,burn,pope,candle,wick,5127.282,8873.905
2292,2292,473749,cave-knight,Hard,tale,clueOption2,story,nonfiction,cave,knight,10000.0,10000.0
2293,2293,473749,chair-table,Easy,furniture,clueOption2,room,sound,chair,table,467.861,1184.839
2294,2294,473749,chapel-feet,Medium,piano,clueOption2,church,hard,chapel,feet,194.484,515.772
2295,2295,473749,east-short,Hard,direction,clueOption2,direction,oral,east,short,4478.077,8586.192
2296,2296,473749,elm-rock,Medium,nature,clueOption2,natural,result,elm,rock,4439.808,8475.593
2297,2297,473749,giant-subtle,Hard,unexpected,clueOption2,size,saint,giant,subtle,5443.888,9235.51
2298,2298,473749,glow-quick,Medium,descriptors,clueOption2,descriptors,preach,glow,quick,8386.739,9935.921
2299,2299,473749,gold-silver,Easy,elements,clueOption2,valuable,mother,gold,silver,339.823,879.017
2300,2300,473749,gums-teeth,Easy,mouth,clueOption2,dentist,sad,gums,teeth,162.58,442.612
2301,2301,473749,happy-sad,Easy,emotions,clueOption2,opposites,difference,happy,sad,3754.15,8068.088
2302,2302,473749,holy-kind,Medium,spiritual,clueOption2,spiritual,wax,holy,kind,2507.784,6560.595
2303,2303,473749,jump-leap,Easy,frog,clueOption2,frog,unrelated,jump,leap,10000.0,10000.0
2304,2304,473749,lion-tiger,Easy,cat,clueOption2,animal,crimp,lion,tiger,10000.0,10000.0
2305,2305,473749,new-old,Easy,time,clueOption2,measure,sword,new,old,1436.154,4185.526
2306,2306,473749,oak-tree,Easy,wood,clueOption2,earth,burnt,oak,tree,6006.136,9361.9
2307,2307,473749,olive-real,Hard,organic,clueOption2,oil,religious,olive,real,3313.773,7620.588
2308,2308,473749,regret-rude,Hard,negative,clueOption2,negative,fail,regret,rude,1588.199,4549.605
2309,2309,473749,sit-stand,Easy,actions,clueOption2,legs,adjectives,sit,stand,10000.0,10000.0
2310,2310,473749,stern-wind,Hard,boat,clueOption2,noun,teeth,stern,wind,435.908,1083.973
2311,2311,473749,trauma-weird,Medium,unexpected,clueOption2,unexpected,beat,trauma,weird,1153.629,3197.769
2312,2312,474297,ankle-travel,Hard,boots,clueOption2,boots,mood,ankle,travel,1608.686,4926.434
2313,2313,474297,ash-snake,Hard,venom,clueOption2,burn,religion,ash,snake,578.28,1444.145
2314,2314,474297,bet-dream,Medium,gamble,clueOption2,poker,ancient,bet,dream,1409.329,4175.85
2315,2315,474297,birth-hand,Medium,baby,clueOption2,alive,virtues,birth,hand,10000.0,10000.0
2316,2316,474297,boot-crust,Hard,shoeshine,clueOption2,gross,fingers,boot,crust,923.429,2408.95
2317,2317,474297,bowl-sun,Medium,round,clueOption2,sacrifice,bear,bowl,sun,723.119,1877.071
2318,2318,474297,cage-glass,Medium,enclosure,clueOption2,zoo,flame,cage,glass,1234.115,3620.019
2319,2319,474297,cave-knight,Hard,dark,clueOption2,spelunking,understanding,cave,knight,2064.922,5636.699
2320,2320,474297,elm-rock,Medium,nature,clueOption2,walk,cold,elm,rock,149.431,418.281
2321,2321,474297,glow-quick,Medium,firefly,clueOption2,firefly,remorse,glow,quick,7755.792,9786.277
2322,2322,474297,gold-silver,Easy,jewels,clueOption2,jewels,dog house,gold,silver,10000.0,10000.0
2323,2323,474297,gums-teeth,Easy,dentist,clueOption2,chew,stick,gums,teeth,804.031,2060.513
2324,2324,474297,holy-kind,Medium,Jesus,clueOption2,god,not,holy,kind,804.121,2161.956
2325,2325,474297,jump-leap,Easy,vertical,clueOption2,pole-vault,mouthwash,jump,leap,10000.0,10000.0
2326,2326,474297,lion-tiger,Easy,cat,clueOption2,cat,ancient,lion,tiger,1417.716,4272.504
2327,2327,474297,new-old,Easy,aging,clueOption2,elderly,body,new,old,453.882,1149.524
2328,2328,474297,oak-tree,Easy,typology,clueOption2,typology,benevolence,oak,tree,10000.0,10000.0
2329,2329,474297,regret-rude,Hard,apologize (you'redoinggreatbtw),clueOption2,lash,bark,regret,rude,1133.24,3265.719
2330,2330,474297,sit-stand,Easy,get-up,clueOption2,chair,fruit,sit,stand,386.291,1001.73
2331,2331,474297,stern-wind,Hard,ship,clueOption2,boat,stomp,stern,wind,8284.147,9900.29
2332,2332,474298,ankle-travel,Hard,basketball,clueOption2,foul,date,ankle,travel,1139.674,3506.724
2333,2333,474298,army-drum,Medium,military,clueOption2,gun,moving,army,drum,1790.761,5077.75
2334,2334,474298,ash-snake,Hard,grey,clueOption2,grey,flame,ash,snake,1244.681,3621.024
2335,2335,474298,bet-dream,Medium,lottery,clueOption2,casino,r,bet,dream,9527.539,9979.124
2336,2336,474298,birth-hand,Medium,baby,clueOption2,delivery,comfortable,birth,hand,759.088,1862.779
2337,2337,474298,bone-garage,Hard,marrow,clueOption2,storage,ring,bone,garage,657.615,1634.291
2338,2338,474298,boot-crust,Hard,shoe,clueOption2,dirt,body,boot,crust,444.917,1089.339
2339,2339,474298,bowl-sun,Medium,round,clueOption2,hollow,direction,bowl,sun,968.585,2742.529
2340,2340,474298,cage-glass,Medium,tank,clueOption2,tank,seed,cage,glass,2939.215,7078.161
2341,2341,474298,candle-wick,Easy,aroma,clueOption2,aroma,sleep,candle,wick,273.048,718.758
2342,2342,474298,cave-knight,Hard,silver,clueOption2,grey,Vermont,cave,knight,10000.0,10000.0
2343,2343,474298,chair-table,Easy,dining,clueOption2,room,wax,chair,table,2594.327,6908.557
2344,2344,474298,chapel-feet,Medium,church,clueOption2,shoes,sit,chapel,feet,985.601,2714.811
2345,2345,474298,east-short,Hard,Illinois,clueOption2,path,sandals,east,short,5314.109,9158.01
2346,2346,474298,elm-rock,Medium,woods,clueOption2,forest,mean,elm,rock,529.133,1262.212
2347,2347,474298,giant-subtle,Hard,gentle,clueOption2,soft,bible,giant,subtle,9899.828,10000.0
2348,2348,474298,glow-quick,Medium,flicker,clueOption2,lighter,hike,glow,quick,3594.666,7794.855
2349,2349,474298,gold-silver,Easy,ores,clueOption2,underground,seat,gold,silver,1362.908,4133.513
2350,2350,474298,gums-teeth,Easy,gingivitis,clueOption2,gingivitis,brushing,gums,teeth,10000.0,10000.0
2351,2351,474298,happy-sad,Easy,emotions,clueOption2,emotions,bare,happy,sad,2746.891,6795.293
2352,2352,474298,holy-kind,Medium,Christian,clueOption2,church,scarred,holy,kind,10000.0,10000.0
2353,2353,474298,jump-leap,Easy,hop,clueOption2,hopscotch,sleep,jump,leap,274.629,722.618
2354,2354,474298,lion-tiger,Easy,parents,clueOption2,big,baby,lion,tiger,237.878,620.354
2355,2355,474298,new-old,Easy,opposites,clueOption2,clothing,light,new,old,186.789,477.327
2356,2356,474298,oak-tree,Easy,chop,clueOption2,genus,unpleasant,oak,tree,1734.442,5241.628
2357,2357,474298,olive-real,Hard,fresh,clueOption2,food,hop,olive,real,3114.648,7145.086
2358,2358,474298,regret-rude,Hard,apologize,clueOption2,mean,hop,regret,rude,3158.386,7392.877
2359,2359,474298,sit-stand,Easy,chair,clueOption2,chair,tactless,sit,stand,9627.551,10000.0
2360,2360,474298,stern-wind,Hard,blizzard,clueOption2,blizzard,mean,stern,wind,479.968,1227.756
2361,2361,474298,trauma-weird,Medium,strange,clueOption2,strange,loud,trauma,weird,354.635,957.583
2362,2362,475267,ankle-travel,Hard,afoot,clueOption2,walk,eat,ankle,travel,262.581,701.164
2363,2363,475267,army-drum,Medium,marching,clueOption2,intimidate,animals,army,drum,1004.386,2769.581
